filename,nrow,ncol,nnz,sparsity,degree,std_node_degree,N,cusparse,SEQREDUCE_ROWBALANCE,SR_RB_speed,PARREDUCE_ROWBALANCE,PR_RB_speed,SEQREDUCE_NNZBALANCE,SR_NB_speed,PARREDUCE_NNZBALANCE,PR_NB_speed,ROWCACHING_ROWBALANCE,RC_RB_speed,ROWCACHING_NNZBALANCE,RC_NB_speed,THE_BEST_ALG_INDEX,THE_BEST_ALG_NAME,THE_BEST_ALG_TIME,THE_BEST_ALG_SPEED
mhd3200a.mtx,3200,3200,68026,0.00664316,21.2581,5.82633,128,0.0187424,0.0125024,1.4991,0.0467456,0.400945,0.139395,0.134455,0.0575456,0.325696,0.0107296,1.74679,0.0157024,1.1936,5,ROWCACHING_ROWBALANCE,0.0107296,1.74679
sc205-2r.mtx,35213,62423,123239,5.60661e-05,3.49982,0.839607,128,0.0649184,0.066176,0.980996,0.488179,0.132981,0.687997,0.0943586,0.228637,0.283937,0.0668864,0.970577,0.0709728,0.914694,0,CuSparse,0.0649184,1
c-64.mtx,51035,51035,717841,0.000275608,14.0657,153.429,128,0.130717,0.843805,0.154914,0.775325,0.168596,2.59347,0.0504022,0.863613,0.15136,0.776634,0.168312,0.145562,0.898017,0,CuSparse,0.130717,1
adder_dcop_29.mtx,1813,1813,11246,0.00342139,6.20298,30.7771,128,0.018032,0.0706176,0.255347,0.0339584,0.531003,0.0404,0.446337,0.0178624,1.00949,0.081648,0.22085,0.014096,1.27923,6,ROWCACHING_NNZBALANCE,0.014096,1.27923
halfb.mtx,224617,224617,12387821,0.000245533,55.1509,12.006,128,1.4862,1.47545,1.00729,6.08254,0.244339,16.4299,0.0904573,10.3487,0.143612,0.896701,1.65741,1.68613,0.881427,5,ROWCACHING_ROWBALANCE,0.896701,1.65741
Zd_Jac3_db.mtx,22835,22835,713907,0.00136911,31.2637,58.9536,128,0.103043,0.114688,0.898465,0.439398,0.23451,1.51676,0.0679363,0.555357,0.185544,0.0905952,1.1374,0.118995,0.865944,5,ROWCACHING_ROWBALANCE,0.0905952,1.1374
laminar_duct3D.mtx,67173,67173,3833077,0.00084949,57.0628,37.9055,128,0.490704,0.457629,1.07228,1.75779,0.27916,4.74363,0.103445,3.03391,0.16174,0.277814,1.7663,0.602576,0.814344,5,ROWCACHING_ROWBALANCE,0.277814,1.7663
sinc18.mtx,16428,16428,973826,0.00360838,59.2784,34.3169,128,0.116406,0.113322,1.02722,0.396726,0.293417,1.09867,0.105952,0.684477,0.170066,0.0836384,1.39178,0.125488,0.92763,5,ROWCACHING_ROWBALANCE,0.0836384,1.39178
ma2010.mtx,157508,157508,776610,3.13039e-05,4.93061,3.11253,128,0.226442,0.285696,0.792596,2.39292,0.0946298,3.48641,0.0649499,1.30099,0.174053,0.287334,0.788077,0.250541,0.903811,0,CuSparse,0.226442,1
ct20stif.mtx,52329,52329,2698463,0.000985443,51.5673,16.9787,128,0.31953,0.331197,0.964773,1.36188,0.234624,3.38017,0.0945306,2.19638,0.14548,0.214509,1.48959,0.375344,0.851298,5,ROWCACHING_ROWBALANCE,0.214509,1.48959
com-Orkut.mtx,3072441,3072441,234370166,2.48276e-05,76.2814,153.925,128,53.8013,55.7529,0.964996,127.845,0.420831,267.123,0.20141,225.629,0.238451,53.551,1.00467,64.9905,0.827833,5,ROWCACHING_ROWBALANCE,53.551,1.00467
bodyy5.mtx,18589,18589,129281,0.00037413,6.9547,0.486424,128,0.0333824,0.0257856,1.29461,0.190144,0.175564,0.441318,0.0756424,0.150275,0.222142,0.0359936,0.927454,0.0256416,1.30188,6,ROWCACHING_NNZBALANCE,0.0256416,1.30188
amazon0601.mtx,403394,403394,3387388,2.08164e-05,8.39722,2.79017,128,0.917859,1.05185,0.872615,6.46603,0.141951,12.1514,0.0755352,4.62961,0.198258,0.769891,1.19219,1.03136,0.889948,5,ROWCACHING_ROWBALANCE,0.769891,1.19219
air06.mtx,825,8627,70806,0.00994847,85.8255,65.5854,128,0.0198528,0.0296448,0.669689,0.0318848,0.622642,0.05296,0.374864,0.0490592,0.40467,0.0300224,0.661266,0.0309024,0.642436,0,CuSparse,0.0198528,1
Maragal_4.mtx,1964,1034,26719,0.013157,13.6044,47.3997,128,0.019072,0.0346496,0.550425,0.0325664,0.585634,0.0678912,0.28092,0.027136,0.70283,0.0430656,0.442859,0.0149344,1.27705,6,ROWCACHING_NNZBALANCE,0.0149344,1.27705
dc3.mtx,116835,116835,766396,5.61445e-05,6.55964,361.476,128,0.222582,12.8495,0.0173223,2.80417,0.0793756,3.52869,0.0630779,1.66102,0.134003,15.1844,0.0146586,0.231232,0.962593,0,CuSparse,0.222582,1
lns_511.mtx,511,511,2796,0.0107077,5.47162,3.43669,128,0.0176736,0.0046976,3.76226,0.008736,2.02308,0.0124608,1.41834,0.008912,1.98312,0.0049472,3.57245,0.0132384,1.33503,1,SEQREDUCE_ROWBALANCE,0.0046976,3.76226
lhr17c.mtx,17576,17576,381975,0.0012365,21.7328,26.3203,128,0.0527648,0.0509376,1.03587,0.253005,0.208553,0.847523,0.0622576,0.312758,0.168708,0.0472064,1.11775,0.0501152,1.05287,5,ROWCACHING_ROWBALANCE,0.0472064,1.11775
bcsstm01.mtx,48,48,48,0.0208333,1,0,128,0.0176032,0.0034176,5.15075,0.0041952,4.19603,0.0044192,3.98335,0.0056736,3.10265,0.004208,4.18327,0.0176224,0.99891,1,SEQREDUCE_ROWBALANCE,0.0034176,5.15075
fxm2-16.mtx,3900,7335,32972,0.00115261,8.45436,9.15577,128,0.0194016,0.010512,1.84566,0.0460576,0.421246,0.0981728,0.197627,0.0378816,0.512164,0.0128512,1.50971,0.0154208,1.25814,1,SEQREDUCE_ROWBALANCE,0.010512,1.84566
adder_dcop_61.mtx,1813,1813,11246,0.00342139,6.20298,30.7771,128,0.0181792,0.0708736,0.256502,0.03408,0.533427,0.040672,0.446971,0.0178144,1.02048,0.0817952,0.222253,0.0146272,1.24284,6,ROWCACHING_NNZBALANCE,0.0146272,1.24284
dwt_607.mtx,607,607,5131,0.0139259,8.45305,2.37032,128,0.0167072,0.0046688,3.57848,0.0101472,1.64648,0.01656,1.00889,0.0099968,1.67125,0.0050848,3.28571,0.0123616,1.35154,1,SEQREDUCE_ROWBALANCE,0.0046688,3.57848
lp_ken_07.mtx,2426,3602,8404,0.000961726,3.46414,5.24374,128,0.0195904,0.008144,2.4055,0.0284416,0.688794,0.0440384,0.444848,0.018208,1.07592,0.0104448,1.87561,0.0165056,1.18689,1,SEQREDUCE_ROWBALANCE,0.008144,2.4055
ck400.mtx,400,400,2860,0.017875,7.15,2.98789,128,0.0155232,0.0045024,3.44776,0.0077568,2.00124,0.0112832,1.37578,0.0086912,1.78608,0.0045536,3.40899,0.0113888,1.36302,1,SEQREDUCE_ROWBALANCE,0.0045024,3.44776
crankseg_1.mtx,52804,52804,10614210,0.00380675,201.011,88.6661,128,1.21134,1.14262,1.06014,3.22867,0.375182,5.33913,0.22688,7.39715,0.163758,0.753686,1.60722,1.61307,0.750953,5,ROWCACHING_ROWBALANCE,0.753686,1.60722
onetone1.mtx,36057,36057,341088,0.000262354,9.45969,14.2401,128,0.0749504,0.0857664,0.87389,0.496611,0.150924,1.06211,0.0705678,0.388,0.193171,0.0780576,0.960194,0.0825088,0.908393,0,CuSparse,0.0749504,1
descriptor_xingo6u.mtx,20738,20738,73916,0.000171872,3.56428,2.69418,128,0.0292352,0.024448,1.19581,0.209853,0.139313,0.375526,0.0778513,0.129699,0.225408,0.0405184,0.721529,0.0224192,1.30403,6,ROWCACHING_NNZBALANCE,0.0224192,1.30403
ex32.mtx,1159,1159,11343,0.00844425,9.78689,2.48696,128,0.0170208,0.005696,2.9882,0.0163968,1.03806,0.0318304,0.534734,0.0159712,1.06572,0.0057952,2.93705,0.012496,1.3621,1,SEQREDUCE_ROWBALANCE,0.005696,2.9882
cvxbqp1.mtx,50000,50000,349968,0.000139987,6.99936,1.99997,128,0.110608,0.108346,1.02088,0.663398,0.166729,1.27291,0.0868941,0.464454,0.238146,0.0996064,1.11045,0.105984,1.04363,5,ROWCACHING_ROWBALANCE,0.0996064,1.11045
G3.mtx,800,800,38352,0.059925,47.94,6.65818,128,0.0176256,0.0097344,1.81065,0.0204192,0.863188,0.040672,0.43336,0.0308928,0.570541,0.0101824,1.73099,0.0219648,0.802448,1,SEQREDUCE_ROWBALANCE,0.0097344,1.81065
cegb3024.mtx,3024,3024,79848,0.00873173,26.4048,9.39997,128,0.0197856,0.0143616,1.37767,0.0486528,0.406669,0.153914,0.12855,0.063904,0.309614,0.0121952,1.62241,0.0161792,1.2229,5,ROWCACHING_ROWBALANCE,0.0121952,1.62241
pcrystk03.mtx,24696,24696,1751178,0.00287129,70.9094,14.1627,128,0.206973,0.204544,1.01187,0.644662,0.321056,1.54269,0.134163,1.25714,0.164638,0.12512,1.65419,0.243757,0.849095,5,ROWCACHING_ROWBALANCE,0.12512,1.65419
NotreDame_www.mtx,325729,325729,929849,8.76394e-06,2.85467,5.57369,128,0.866947,0.393894,2.20096,3.72991,0.232431,5.92205,0.146393,1.95654,0.443103,0.329664,2.62979,0.276906,3.13084,6,ROWCACHING_NNZBALANCE,0.276906,3.13084
lp_stocfor3.mtx,16675,23541,76473,0.000194813,4.58609,3.29066,128,0.0262592,0.0219552,1.19604,0.170826,0.153719,0.328803,0.079863,0.113344,0.231677,0.0327104,0.802778,0.020448,1.28419,6,ROWCACHING_NNZBALANCE,0.020448,1.28419
mycielskian5.mtx,23,23,142,0.268431,6.17391,1.92585,128,0.01344,0.0039584,3.39531,0.0038912,3.45395,0.004128,3.25581,0.0052224,2.57353,0.0041184,3.2634,0.0079008,1.70109,2,PARREDUCE_ROWBALANCE,0.0038912,3.45395
g3rmt3m3.mtx,5357,5357,207695,0.0072374,38.7708,7.0577,128,0.0306528,0.0264672,1.15814,0.101078,0.303258,0.243197,0.126041,0.154902,0.197885,0.0217056,1.41221,0.028112,1.09038,5,ROWCACHING_ROWBALANCE,0.0217056,1.41221
sherman3.mtx,5005,5005,20033,0.00079972,4.0026,2.66328,128,0.0217472,0.0082848,2.62495,0.0528768,0.411281,0.0930496,0.233716,0.0330048,0.65891,0.0123872,1.75562,0.0200288,1.0858,1,SEQREDUCE_ROWBALANCE,0.0082848,2.62495
ncvxqp7.mtx,87500,87500,574962,7.50971e-05,6.57099,3.99721,128,0.196288,0.213619,0.918869,1.32091,0.148601,2.20325,0.08909,0.829152,0.236733,0.173901,1.12874,0.188154,1.04323,5,ROWCACHING_ROWBALANCE,0.173901,1.12874
can_268.mtx,268,268,3082,0.0429104,11.5,5.75851,128,0.01592,0.0056256,2.82992,0.0069024,2.30644,0.0096608,1.6479,0.0085696,1.85773,0.0060992,2.61018,0.0107104,1.48641,1,SEQREDUCE_ROWBALANCE,0.0056256,2.82992
dwt_992.mtx,992,992,16744,0.0170152,16.879,2.40661,128,0.01632,0.0060672,2.68987,0.0159904,1.02061,0.0364512,0.447722,0.0181856,0.897413,0.0058048,2.81147,0.011392,1.43258,5,ROWCACHING_ROWBALANCE,0.0058048,2.81147
IG5-14.mtx,6735,7621,173337,0.00337708,25.7367,23.3401,128,0.034,0.0256352,1.3263,0.099712,0.340982,0.350403,0.0970311,0.133488,0.254705,0.0232192,1.46431,0.027488,1.2369,5,ROWCACHING_ROWBALANCE,0.0232192,1.46431
mbeause.mtx,496,496,41063,0.166912,82.7883,126.422,128,0.0188096,0.029904,0.628999,0.0259616,0.724516,0.0319488,0.588742,0.03016,0.62366,0.0336992,0.558162,0.0309664,0.60742,0,CuSparse,0.0188096,1
ash292.mtx,292,292,2208,0.025896,7.56164,1.74769,128,0.01504,0.0044,3.41818,0.0068032,2.21072,0.0089376,1.68278,0.0077088,1.95102,0.0044736,3.36195,0.0099904,1.50545,1,SEQREDUCE_ROWBALANCE,0.0044,3.41818
jpwh_991.mtx,991,991,6027,0.00613697,6.08174,2.60373,128,0.0197152,0.0049568,3.97741,0.0137952,1.42913,0.022704,0.868358,0.012448,1.5838,0.0060192,3.27539,0.0165376,1.19214,1,SEQREDUCE_ROWBALANCE,0.0049568,3.97741
can_292.mtx,292,292,2540,0.0297898,8.69863,5.3996,128,0.0154272,0.0058016,2.65913,0.0070368,2.19236,0.0093696,1.64652,0.0077376,1.9938,0.0062144,2.48249,0.0119392,1.29215,1,SEQREDUCE_ROWBALANCE,0.0058016,2.65913
jnlbrng1.mtx,40000,40000,199200,0.0001245,4.98,0.140723,128,0.0660224,0.0752736,0.877099,0.544666,0.121216,0.864544,0.0763667,0.299558,0.220399,0.0759936,0.868789,0.0571904,1.15443,6,ROWCACHING_NNZBALANCE,0.0571904,1.15443
TSOPF_RS_b39_c19.mtx,38098,38098,684206,0.000471392,17.9591,13.9932,128,0.101411,0.108563,0.934121,0.573293,0.176893,1.69868,0.0596998,0.630643,0.160806,0.0768384,1.3198,0.111574,0.908911,5,ROWCACHING_ROWBALANCE,0.0768384,1.3198
ny2010.mtx,350169,350169,1709544,1.3942e-05,4.88205,2.5461,128,0.463014,0.618381,0.748753,5.32599,0.0869348,7.88312,0.0587349,2.90575,0.159344,0.628042,0.737235,0.54991,0.841982,0,CuSparse,0.463014,1
deter0.mtx,1923,5468,11173,0.00106258,5.81019,6.51847,128,0.0181952,0.00696,2.61425,0.023744,0.766307,0.041664,0.436713,0.018576,0.9795,0.008144,2.23418,0.0151296,1.20262,1,SEQREDUCE_ROWBALANCE,0.00696,2.61425
crystm03.mtx,24696,24696,583770,0.000957169,23.6382,4.72127,128,0.08888,0.0958144,0.927627,0.403142,0.220468,1.31129,0.0677806,0.512547,0.173408,0.0562304,1.58064,0.0967808,0.918364,5,ROWCACHING_ROWBALANCE,0.0562304,1.58064
nemswrld.mtx,7138,28550,192283,0.000943536,26.9379,60.136,128,0.0369504,0.0416992,0.886118,0.114522,0.32265,0.406102,0.0909879,0.148934,0.248099,0.0513504,0.719574,0.032112,1.15067,6,ROWCACHING_NNZBALANCE,0.032112,1.15067
email.mtx,1133,1133,10902,0.00849271,9.62224,9.33965,128,0.0186432,0.0071776,2.59741,0.0163392,1.14101,0.0309248,0.602856,0.0155104,1.20198,0.008528,2.18612,0.0150944,1.23511,1,SEQREDUCE_ROWBALANCE,0.0071776,2.59741
atmosmodl.mtx,1489752,1489752,10319760,4.64988e-06,6.92717,0.261983,128,2.86566,3.80059,0.754005,23.565,0.121607,41.647,0.0688084,15.063,0.190245,2.74333,1.04459,3.37216,0.8498,5,ROWCACHING_ROWBALANCE,2.74333,1.04459
lns_3937.mtx,3937,3937,25407,0.00163916,6.45339,3.05556,128,0.0201312,0.0080608,2.49742,0.043728,0.460373,0.0875744,0.229875,0.0319968,0.629163,0.0109536,1.83786,0.0158912,1.26681,1,SEQREDUCE_ROWBALANCE,0.0080608,2.49742
orbitRaising_2.mtx,739,739,6526,0.0119497,8.83085,4.61595,128,0.0183104,0.005152,3.55404,0.011728,1.56126,0.0201344,0.909409,0.0111712,1.63907,0.0051616,3.54743,0.0160992,1.13735,1,SEQREDUCE_ROWBALANCE,0.005152,3.55404
TSOPF_FS_b9_c6.mtx,14454,14454,147972,0.000708278,10.2374,105.236,128,0.0317728,0.364662,0.0871294,0.191546,0.165876,0.499885,0.0635602,0.186202,0.170637,0.453194,0.0701087,0.0277216,1.14614,6,ROWCACHING_NNZBALANCE,0.0277216,1.14614
m133-b3.mtx,200200,200200,800800,1.998e-05,4,0,128,0.28887,0.305091,0.946833,3.06248,0.0943257,4.11496,0.0702001,1.4796,0.195236,0.356445,0.810421,0.285792,1.01077,6,ROWCACHING_NNZBALANCE,0.285792,1.01077
gridgena.mtx,48962,48962,512084,0.000213611,10.4588,2.32863,128,0.0954368,0.11384,0.838342,0.694461,0.137426,1.54612,0.0617265,0.57887,0.164867,0.09584,0.995793,0.104733,0.911241,0,CuSparse,0.0954368,1
raefsky1.mtx,3242,3242,294276,0.0279981,90.7699,21.1924,128,0.0414528,0.0359776,1.15218,0.102166,0.405738,0.220797,0.187742,0.190358,0.217762,0.0259776,1.59571,0.041808,0.991504,5,ROWCACHING_ROWBALANCE,0.0259776,1.59571
dwt_87.mtx,87,87,541,0.0714758,6.21839,2.31648,128,0.0151232,0.0043008,3.51637,0.0043936,3.4421,0.0050848,2.9742,0.006384,2.36892,0.0045632,3.31417,0.0115968,1.30408,1,SEQREDUCE_ROWBALANCE,0.0043008,3.51637
dataset16mfeatkarhunen_10NN.mtx,2000,2000,27668,0.006917,13.834,3.77919,128,0.0180736,0.0080896,2.23418,0.026832,0.673584,0.065168,0.277339,0.0288288,0.626929,0.008288,2.1807,0.0140032,1.29068,1,SEQREDUCE_ROWBALANCE,0.0080896,2.23418
g7jac080.mtx,23670,23670,293976,0.000524705,12.4198,21.4147,128,0.0577472,0.0663424,0.870442,0.325814,0.17724,0.790947,0.0730102,0.289418,0.199529,0.0606784,0.951693,0.0497984,1.15962,6,ROWCACHING_NNZBALANCE,0.0497984,1.15962
can_62.mtx,62,62,218,0.0567118,3.51613,1.0119,128,0.0146784,0.003792,3.87089,0.0040416,3.63183,0.0043072,3.40787,0.0053312,2.7533,0.0041632,3.52575,0.0096352,1.52341,1,SEQREDUCE_ROWBALANCE,0.003792,3.87089
pf2177.mtx,9728,9728,725144,0.00766262,74.5419,32.8012,128,0.0910464,0.0804384,1.13188,0.250992,0.362746,0.595926,0.152781,0.487683,0.186692,0.0741056,1.2286,0.101181,0.899839,5,ROWCACHING_ROWBALANCE,0.0741056,1.2286
scagr7-2r.mtx,32847,46679,120141,7.83563e-05,3.65759,2.4524,128,0.0526912,0.0624096,0.84428,0.449053,0.117339,0.651149,0.0809204,0.215011,0.245063,0.062496,0.843113,0.0576576,0.913864,0,CuSparse,0.0526912,1
young1c.mtx,841,841,4089,0.0057813,4.86207,4.86208,128,0.0133792,0.0033824,3.95553,0.0088,1.52036,0.0535808,0.249701,0.0164448,0.813582,0.0030368,4.40569,0.0089088,1.5018,5,ROWCACHING_ROWBALANCE,0.0030368,4.40569
G20.mtx,800,800,9344,0.0146,11.68,11.572,128,0.0171904,0.0101376,1.69571,0.0130528,1.31699,0.0245504,0.700209,0.0138688,1.2395,0.0105536,1.62887,0.0133984,1.28302,1,SEQREDUCE_ROWBALANCE,0.0101376,1.69571
bcsstm06.mtx,420,420,420,0.00238095,1,0,128,0.0196768,0.003728,5.27811,0.0077088,2.55251,0.0085216,2.30905,0.0086528,2.27404,0.0045568,4.31812,0.01912,1.02912,1,SEQREDUCE_ROWBALANCE,0.003728,5.27811
N_pid.mtx,3625,3923,8054,0.000566351,2.22179,6.17024,128,0.0227232,0.0137536,1.65216,0.0383904,0.591898,0.0583392,0.389501,0.0202432,1.12251,0.018112,1.25459,0.0184128,1.2341,1,SEQREDUCE_ROWBALANCE,0.0137536,1.65216
Trec9.mtx,47,201,2147,0.227268,45.6809,17.7262,128,0.0152,0.0074944,2.02818,0.005136,2.9595,0.0060096,2.52929,0.007808,1.94672,0.007376,2.06074,0.0159264,0.95439,2,PARREDUCE_ROWBALANCE,0.005136,2.9595
nopoly.mtx,10774,10774,70842,0.000610291,6.57527,1.09932,128,0.023136,0.016432,1.40798,0.111578,0.207353,0.245443,0.0942621,0.0853152,0.271183,0.0225376,1.02655,0.018192,1.27177,1,SEQREDUCE_ROWBALANCE,0.016432,1.40798
msc23052.mtx,23052,23052,1154814,0.00217318,50.096,11.6231,128,0.134426,0.151098,0.889661,0.513904,0.261577,1.3934,0.0964734,0.872211,0.15412,0.0982528,1.36816,0.147533,0.911157,5,ROWCACHING_ROWBALANCE,0.0982528,1.36816
mhd1280b.mtx,1280,1280,12029,0.00734192,9.39766,336.073,128,0.0164128,0.568608,0.0288649,0.0583264,0.281396,0.0769984,0.213158,0.0492256,0.33342,0.370803,0.0442628,0.0104608,1.56898,6,ROWCACHING_NNZBALANCE,0.0104608,1.56898
gre_216b.mtx,216,216,876,0.0187757,4.05556,0.755638,128,0.0150528,0.0041024,3.66927,0.0057472,2.61915,0.0066304,2.27027,0.0092576,1.62599,0.0043776,3.4386,0.0105088,1.4324,1,SEQREDUCE_ROWBALANCE,0.0041024,3.66927
dblp-2010.mtx,326186,326186,1615400,1.51827e-05,4.95239,7.66754,128,0.418445,0.592723,0.70597,4.90212,0.0853599,7.4061,0.0565,2.70768,0.15454,0.55407,0.75522,0.45481,0.920044,0,CuSparse,0.418445,1
gre_115.mtx,115,115,421,0.0318336,3.66087,0.977015,128,0.0155584,0.0038752,4.01486,0.0044512,3.49533,0.0048512,3.20712,0.0055808,2.78784,0.0042944,3.62295,0.0115232,1.35018,1,SEQREDUCE_ROWBALANCE,0.0038752,4.01486
TSOPF_RS_b678_c1.mtx,18696,18696,4396289,0.0125773,235.146,252.792,128,0.386982,0.4924,0.785911,1.30913,0.295603,1.91031,0.202575,2.93331,0.131927,0.29751,1.30074,0.612512,0.631796,5,ROWCACHING_ROWBALANCE,0.29751,1.30074
boneS10.mtx,914898,914898,55468422,6.62675e-05,60.628,20.3793,128,6.45241,6.46223,0.99848,25.143,0.256629,77.5175,0.083238,47.499,0.135843,4.0641,1.58766,8.4207,0.766255,5,ROWCACHING_ROWBALANCE,4.0641,1.58766
SciMet.mtx,3084,3084,10413,0.00109483,3.37646,6.64949,128,0.0372192,0.0090688,4.10409,0.0318848,1.1673,0.0552608,0.673519,0.020224,1.84035,0.0122208,3.04556,0.015376,2.4206,1,SEQREDUCE_ROWBALANCE,0.0090688,4.10409
AS365.mtx,3799275,3799275,22736152,1.57513e-06,5.98434,0.869021,128,9.45468,9.62329,0.982479,61.7262,0.153171,101.2,0.0934262,37.1464,0.254525,8.24559,1.14664,10.1507,0.931427,5,ROWCACHING_ROWBALANCE,8.24559,1.14664
amazon0312.mtx,400727,400727,3200440,1.99302e-05,7.98658,3.06878,128,0.879808,1.01008,0.871028,6.32868,0.139019,11.7273,0.0750225,4.45077,0.197675,0.745968,1.17942,0.981693,0.896215,5,ROWCACHING_ROWBALANCE,0.745968,1.17942
west1505.mtx,1505,1505,5445,0.00240395,3.61794,2.38201,128,0.0177728,0.0050464,3.52188,0.0185984,0.955609,0.0285056,0.623484,0.0136096,1.3059,0.0066048,2.69089,0.01256,1.41503,1,SEQREDUCE_ROWBALANCE,0.0050464,3.52188
gyro_m.mtx,17361,17361,340431,0.00112948,19.609,10.6856,128,0.0524352,0.046512,1.12735,0.227398,0.230587,0.775949,0.0675756,0.292531,0.179247,0.0400384,1.30962,0.0504928,1.03847,5,ROWCACHING_ROWBALANCE,0.0400384,1.30962
lp_nug08.mtx,912,1632,7296,0.00490196,8,0,128,0.0168192,0.0047872,3.51337,0.0133376,1.26104,0.0232928,0.722077,0.0128768,1.30616,0.0058784,2.86119,0.0131392,1.28008,1,SEQREDUCE_ROWBALANCE,0.0047872,3.51337
bcsstm34.mtx,588,588,24270,0.0701964,41.2755,10.8643,128,0.0173568,0.0076928,2.25624,0.0151232,1.14769,0.0272096,0.637892,0.0218944,0.792751,0.0072032,2.4096,0.0207104,0.838072,5,ROWCACHING_ROWBALANCE,0.0072032,2.4096
model8.mtx,2896,6464,25277,0.00135029,8.72825,8.5947,128,0.01896,0.0094976,1.99629,0.0353376,0.536539,0.074016,0.256161,0.0298784,0.634572,0.0113472,1.6709,0.0150304,1.26144,1,SEQREDUCE_ROWBALANCE,0.0094976,1.99629
pkustk04.mtx,55590,55590,4218660,0.00136515,75.8888,110.888,128,0.47753,0.709882,0.672689,1.77621,0.268848,3.89269,0.122673,3.33833,0.143044,0.774502,0.616563,0.614106,0.777602,0,CuSparse,0.47753,1
bcspwr05.mtx,443,443,1623,0.00827011,3.66366,1.57498,128,0.0163648,0.0044256,3.69776,0.00808,2.02535,0.0101216,1.61682,0.0089312,1.83232,0.0048832,3.35125,0.013024,1.25651,1,SEQREDUCE_ROWBALANCE,0.0044256,3.69776
netz4504_dual.mtx,615,615,2342,0.00619208,3.80813,0.40597,128,0.0162368,0.0041664,3.89708,0.0096928,1.67514,0.0131328,1.23635,0.0094976,1.70957,0.005072,3.20126,0.0122816,1.32204,1,SEQREDUCE_ROWBALANCE,0.0041664,3.89708
lp_pilot_we.mtx,722,2928,9265,0.00438265,12.8324,13.2856,128,0.017168,0.0083296,2.06108,0.0129152,1.32929,0.0232992,0.736849,0.0133152,1.28935,0.0090848,1.88975,0.013664,1.25644,1,SEQREDUCE_ROWBALANCE,0.0083296,2.06108
pgp2.mtx,4034,13254,22474,0.000420337,5.57115,0.494914,128,0.0185248,0.007984,2.32024,0.04384,0.422555,0.084576,0.219031,0.0307712,0.602017,0.0113024,1.63901,0.0146016,1.26868,1,SEQREDUCE_ROWBALANCE,0.007984,2.32024
p2p-Gnutella31.mtx,62586,62586,147892,3.77564e-05,2.36302,4.39128,128,0.0859136,0.0782464,1.09799,0.593702,0.144708,1.06379,0.0807619,0.32561,0.263855,0.0629056,1.36575,0.065184,1.31802,5,ROWCACHING_ROWBALANCE,0.0629056,1.36575
lp_grow15.mtx,300,645,5620,0.0290439,18.7333,4.54117,128,0.0157056,0.005328,2.94775,0.0079456,1.97664,0.0132384,1.18637,0.0095904,1.63764,0.005056,3.10633,0.0110656,1.41932,5,ROWCACHING_ROWBALANCE,0.005056,3.10633
nemeth18.mtx,9506,9506,695234,0.0076937,73.1363,5.64462,128,0.074224,0.07536,0.984926,0.244602,0.303449,0.571965,0.12977,0.469971,0.157933,0.0506592,1.46516,0.0826496,0.898056,5,ROWCACHING_ROWBALANCE,0.0506592,1.46516
dbir1.mtx,18804,45775,1077025,0.00125126,57.2764,219.642,128,0.155603,0.365907,0.425253,0.493443,0.315342,1.53762,0.101197,0.884368,0.175948,0.309392,0.502932,0.206963,0.75184,0,CuSparse,0.155603,1
a0nsdsil.mtx,80016,80016,355034,5.54519e-05,4.43704,49.9719,128,0.159277,0.749827,0.212418,1.16684,0.136502,1.85174,0.0860145,0.77785,0.204766,0.825302,0.192992,0.138701,1.14835,6,ROWCACHING_NNZBALANCE,0.138701,1.14835
cz40948.mtx,40948,40948,412148,0.000245803,10.0652,7.17551,128,0.0824928,0.0969312,0.851045,0.554794,0.148691,1.25247,0.0658641,0.464765,0.177494,0.081248,1.01532,0.0809376,1.01921,6,ROWCACHING_NNZBALANCE,0.0809376,1.01921
stormg2-27.mtx,14441,37485,94274,0.000174155,6.52822,4.31277,128,0.0338496,0.0334912,1.0107,0.197187,0.171662,0.338752,0.0999244,0.118998,0.284454,0.032416,1.04423,0.028352,1.19391,6,ROWCACHING_NNZBALANCE,0.028352,1.19391
barrier2-3.mtx,113076,113076,3805068,0.000297592,33.6505,24.9342,128,0.558054,1.07191,0.520617,2.50092,0.223139,5.54967,0.100556,3.51992,0.158542,1.19862,0.465579,0.744682,0.749387,0,CuSparse,0.558054,1
divorce.mtx,50,9,225,0.5,4.5,2.67021,128,0.0133152,0.0040064,3.32348,0.0039968,3.33147,0.0043232,3.07994,0.0053888,2.4709,0.0042016,3.16908,0.0079168,1.68189,2,PARREDUCE_ROWBALANCE,0.0039968,3.33147
crystk03.mtx,24696,24696,1751178,0.00287129,70.9094,14.1627,128,0.207203,0.204685,1.0123,0.644877,0.321307,1.54307,0.13428,1.25704,0.164835,0.124992,1.65773,0.243856,0.849695,5,ROWCACHING_ROWBALANCE,0.124992,1.65773
lshp1009.mtx,1009,1009,6865,0.00674308,6.80377,0.60322,128,0.0161792,0.004944,3.27249,0.0141504,1.14337,0.0240736,0.672072,0.0128704,1.25709,0.0058624,2.75983,0.0117088,1.3818,1,SEQREDUCE_ROWBALANCE,0.004944,3.27249
ky2010.mtx,161672,161672,787778,3.01394e-05,4.87269,3.12448,128,0.226317,0.294138,0.769425,2.46971,0.091637,3.56487,0.0634853,1.33054,0.170094,0.293754,0.770431,0.250749,0.902564,0,CuSparse,0.226317,1
