filename,nrow,ncol,nnz,sparsity,degree,std_node_degree,N,cusparse,SEQREDUCE_ROWBALANCE,SR_RB_speed,PARREDUCE_ROWBALANCE,PR_RB_speed,SEQREDUCE_NNZBALANCE,SR_NB_speed,PARREDUCE_NNZBALANCE,PR_NB_speed,ROWCACHING_ROWBALANCE,RC_RB_speed,ROWCACHING_NNZBALANCE,RC_NB_speed,THE_BEST_ALG_INDEX,THE_BEST_ALG_NAME,THE_BEST_ALG_TIME,THE_BEST_ALG_SPEED
M10PI_n1.mtx,528,528,1317,0.00472409,2.49432,0.65998,128,0.0165344,0.0040608,4.07171,0.0086016,1.92225,0.0107936,1.53187,0.0084224,1.96315,0.0048448,3.41281,0.0144544,1.1439,1,SEQREDUCE_ROWBALANCE,0.0040608,4.07171
dynamicSoaringProblem_5.mtx,3271,3271,36789,0.0034384,11.247,25.9815,128,0.0197216,0.0666208,0.296028,0.0475456,0.414793,0.102304,0.192774,0.0380256,0.51864,0.0771552,0.255609,0.0168576,1.16989,6,ROWCACHING_NNZBALANCE,0.0168576,1.16989
lpi_ceria3d.mtx,3576,4400,21178,0.00134597,5.92226,17.3597,128,0.01976,0.0143936,1.37283,0.0412736,0.478756,0.0767872,0.257335,0.0281408,0.702183,0.0195584,1.01031,0.0171104,1.15485,1,SEQREDUCE_ROWBALANCE,0.0143936,1.37283
M80PI_n1.mtx,4028,4028,9927,0.000611842,2.4645,0.522555,128,0.018976,0.006656,2.85096,0.0427232,0.444161,0.0658656,0.288102,0.0227424,0.834389,0.0107008,1.77333,0.0152832,1.24162,1,SEQREDUCE_ROWBALANCE,0.006656,2.85096
g7jac140.mtx,41490,41490,565956,0.000328773,13.6408,23.7931,128,0.103472,0.121053,0.854767,0.621846,0.166395,1.53695,0.0673231,0.568912,0.181877,0.103952,0.995382,0.123242,0.839587,0,CuSparse,0.103472,1
net150.mtx,43520,43520,3121200,0.00164795,71.7188,74.7569,128,0.393165,0.372502,1.05547,1.32471,0.296794,2.84858,0.138021,2.36389,0.166321,0.272877,1.44081,0.489094,0.803863,5,ROWCACHING_ROWBALANCE,0.272877,1.44081
nemeth20.mtx,9506,9506,971870,0.0107551,102.238,11.1073,128,0.103738,0.103402,1.00325,0.320282,0.323895,0.635962,0.163119,0.634016,0.16362,0.0645408,1.60732,0.115334,0.899451,5,ROWCACHING_ROWBALANCE,0.0645408,1.60732
G33.mtx,2000,2000,8000,0.002,4,0,128,0.017392,0.005136,3.38629,0.0232064,0.749448,0.0380288,0.457338,0.016192,1.07411,0.00736,2.36304,0.0125568,1.38507,1,SEQREDUCE_ROWBALANCE,0.005136,3.38629
belgium_osm.mtx,1441295,1441295,3099940,1.49227e-06,2.1508,0.493177,128,1.65915,2.38012,0.697086,21.7504,0.0762811,24.8607,0.0667377,8.7873,0.188812,2.48721,0.66707,1.91269,0.867442,0,CuSparse,1.65915,1
ck656.mtx,656,656,3884,0.00902551,5.92073,2.86268,128,0.0162976,0.0046432,3.50999,0.0104352,1.56179,0.015824,1.02993,0.0098464,1.65518,0.00528,3.08667,0.0121408,1.34238,1,SEQREDUCE_ROWBALANCE,0.0046432,3.50999
cegb2802.mtx,2802,2802,277362,0.0353273,98.9872,37.5152,128,0.0383872,0.0376224,1.02033,0.0934848,0.410625,0.173613,0.221108,0.178592,0.214944,0.025776,1.48926,0.0431456,0.889713,5,ROWCACHING_ROWBALANCE,0.025776,1.48926
bcsstk18.mtx,11948,11948,149090,0.00104438,12.4782,7.6245,128,0.0313056,0.0241568,1.29593,0.138694,0.225716,0.387021,0.0808887,0.14327,0.218507,0.0259488,1.20644,0.0265696,1.17825,1,SEQREDUCE_ROWBALANCE,0.0241568,1.29593
chipcool1.mtx,20082,20082,281150,0.000697147,14.0001,2.69254,128,0.0543168,0.0473824,1.14635,0.244899,0.221792,0.716451,0.0758137,0.266563,0.203767,0.0416896,1.30289,0.0460736,1.17891,5,ROWCACHING_ROWBALANCE,0.0416896,1.30289
wave.mtx,156317,156317,2118662,8.6706e-05,13.5536,3.31974,128,0.345066,0.420432,0.820741,2.57547,0.133981,6.08413,0.0567156,2.39521,0.144065,0.311206,1.1088,0.424378,0.81311,5,ROWCACHING_ROWBALANCE,0.311206,1.1088
human_gene2.mtx,14340,14340,18068388,0.087866,1260,1375.14,128,1.95878,2.35405,0.832091,4.65534,0.42076,5.13976,0.381104,12.3301,0.158862,1.96445,0.997115,2.83971,0.689783,0,CuSparse,1.95878,1
psse2.mtx,28634,11028,115262,0.000365012,4.02535,1.16692,128,0.0342976,0.0298016,1.15086,0.280582,0.122237,0.544154,0.0630293,0.177622,0.193093,0.0532096,0.644575,0.0273344,1.25474,6,ROWCACHING_NNZBALANCE,0.0273344,1.25474
ex18.mtx,5773,5773,71805,0.00215453,12.4381,4.81051,128,0.0224704,0.0135648,1.65652,0.0684448,0.3283,0.181478,0.123819,0.0684448,0.3283,0.0140448,1.59991,0.0187552,1.19809,1,SEQREDUCE_ROWBALANCE,0.0135648,1.65652
fpga_dcop_37.mtx,1220,1220,5892,0.00395861,4.82951,4.01275,128,0.020144,0.0059616,3.37896,0.016272,1.23795,0.0255232,0.789243,0.0134912,1.49312,0.0074848,2.69132,0.0195008,1.03298,1,SEQREDUCE_ROWBALANCE,0.0059616,3.37896
lp_fit1p.mtx,627,1677,9868,0.00938488,15.7384,1.74037,128,0.015408,0.0051328,3.00187,0.0113728,1.35481,0.0226112,0.681432,0.0133024,1.15829,0.0053024,2.90585,0.010768,1.43091,1,SEQREDUCE_ROWBALANCE,0.0051328,3.00187
struct3.mtx,53570,53570,1173694,0.000408989,21.9095,4.29836,128,0.160531,0.183235,0.876094,0.908134,0.17677,2.7998,0.0573368,1.08485,0.147975,0.112611,1.42553,0.181824,0.882893,5,ROWCACHING_ROWBALANCE,0.112611,1.42553
bips07_1693.mtx,13275,13275,49044,0.000278302,3.69446,2.79639,128,0.0246752,0.0160672,1.53575,0.132979,0.185557,0.241501,0.102174,0.0847328,0.291212,0.026912,0.916885,0.019008,1.29815,1,SEQREDUCE_ROWBALANCE,0.0160672,1.53575
mult_dcop_02.mtx,25187,25187,193276,0.000304667,7.67364,143.813,128,0.0526912,1.7508,0.0300955,0.515696,0.102175,0.724,0.0727779,0.265744,0.198278,1.91825,0.0274683,0.0419264,1.25675,6,ROWCACHING_NNZBALANCE,0.0419264,1.25675
photogrammetry2.mtx,4472,936,37056,0.00885281,8.28623,1.02839,128,0.0180448,0.0095008,1.89929,0.0501696,0.359676,0.111805,0.161396,0.0409504,0.44065,0.0115968,1.55602,0.012944,1.39407,1,SEQREDUCE_ROWBALANCE,0.0095008,1.89929
cavity01.mtx,317,317,7327,0.0729135,23.1136,12.491,128,0.0163808,0.0071296,2.29758,0.008688,1.88545,0.015376,1.06535,0.011008,1.48808,0.006912,2.36991,0.0122592,1.3362,5,ROWCACHING_ROWBALANCE,0.006912,2.36991
soc-sign-bitcoin-otc.mtx,5881,5881,35592,0.00102908,6.05203,21.0869,128,0.0222368,0.0414336,0.536685,0.063936,0.347798,0.130099,0.170922,0.0433248,0.513258,0.0530944,0.418816,0.0156928,1.41701,6,ROWCACHING_NNZBALANCE,0.0156928,1.41701
n4c6-b10.mtx,132402,186558,1456422,5.89629e-05,11,0,128,0.317363,0.399674,0.794056,2.17097,0.146185,4.4825,0.0708005,1.76304,0.180009,0.285587,1.11127,0.385213,0.823865,5,ROWCACHING_ROWBALANCE,0.285587,1.11127
CSphd.mtx,1882,1882,1740,0.000491258,0.924548,2.30891,128,0.0318272,0.0057472,5.53786,0.0190912,1.66711,0.0279936,1.13695,0.0116,2.74372,0.0071104,4.47615,0.0194368,1.63747,1,SEQREDUCE_ROWBALANCE,0.0057472,5.53786
bcsstk17.mtx,10974,10974,428650,0.00355937,39.0605,15.4137,128,0.0496576,0.0508256,0.977019,0.199616,0.248766,0.519587,0.0955713,0.317206,0.156547,0.0392224,1.26605,0.0512672,0.968604,5,ROWCACHING_ROWBALANCE,0.0392224,1.26605
jagmesh9.mtx,1349,1349,9101,0.0050011,6.74648,0.670954,128,0.0164896,0.0053536,3.0801,0.0176672,0.933345,0.0315008,0.523466,0.0150464,1.09592,0.0064512,2.55605,0.0115936,1.4223,1,SEQREDUCE_ROWBALANCE,0.0053536,3.0801
Na5.mtx,5832,5832,305630,0.00898589,52.4057,59.2541,128,0.0428288,0.0473536,0.904447,0.127914,0.334826,0.335696,0.127582,0.212752,0.201309,0.0371136,1.15399,0.0449088,0.953684,5,ROWCACHING_ROWBALANCE,0.0371136,1.15399
copter2.mtx,55476,55476,759952,0.000246931,13.6988,4.18829,128,0.1456,0.157363,0.925248,0.850704,0.171152,2.0853,0.0698221,0.792595,0.1837,0.115206,1.26382,0.163094,0.892734,5,ROWCACHING_ROWBALANCE,0.115206,1.26382
x104.mtx,108384,108384,10167624,0.000865544,93.8111,29.1938,128,1.17687,1.13469,1.03717,3.92274,0.300013,9.03639,0.130237,7.76999,0.151464,0.673117,1.74839,1.50557,0.781681,5,ROWCACHING_ROWBALANCE,0.673117,1.74839
large.mtx,4282,8617,20635,0.000559244,4.81901,3.32598,128,0.0187168,0.0082336,2.27322,0.0462528,0.404663,0.0848544,0.220575,0.0298848,0.626298,0.011184,1.67353,0.0145856,1.28324,1,SEQREDUCE_ROWBALANCE,0.0082336,2.27322
delaunay_n16.mtx,65536,65536,393150,9.15374e-05,5.99899,1.3532,128,0.118218,0.137795,0.857923,0.91944,0.128576,1.56493,0.0755419,0.555373,0.212862,0.127088,0.930203,0.106768,1.10724,6,ROWCACHING_NNZBALANCE,0.106768,1.10724
cell2.mtx,7055,7055,34855,0.000700279,4.94047,0.285981,128,0.0196832,0.0105056,1.87359,0.0728864,0.270053,0.141389,0.139213,0.0472512,0.416565,0.0160864,1.22359,0.0148,1.32995,1,SEQREDUCE_ROWBALANCE,0.0105056,1.87359
bcsstk39.mtx,46772,46772,2089294,0.000955053,44.6698,4.95498,128,0.243475,0.256899,0.947746,1.16602,0.208809,2.68442,0.0906995,1.70063,0.143168,0.176544,1.37912,0.293238,0.830298,5,ROWCACHING_ROWBALANCE,0.176544,1.37912
nos4.mtx,100,100,594,0.0594,5.94,1.44789,128,0.0139648,0.0044544,3.13506,0.0045024,3.10163,0.0050496,2.76553,0.005984,2.33369,0.0044736,3.1216,0.0103776,1.34567,1,SEQREDUCE_ROWBALANCE,0.0044544,3.13506
para-6.mtx,155924,155924,5416358,0.000222783,34.7372,22.2731,128,0.780445,1.2551,0.621818,3.52964,0.221111,7.91981,0.0985434,4.9734,0.156924,1.3717,0.568963,1.04669,0.745628,0,CuSparse,0.780445,1
Serena.mtx,1391349,1391349,64531701,3.3335e-05,46.3807,9.21673,128,8.08859,8.2672,0.978394,35.517,0.227738,96.5977,0.0837347,58.8313,0.137488,5.44457,1.48562,10.6219,0.761504,5,ROWCACHING_ROWBALANCE,5.44457,1.48562
case9.mtx,14454,14454,147972,0.000708278,10.2374,105.236,128,0.0321664,0.364451,0.0882598,0.19271,0.166916,0.499789,0.06436,0.186483,0.17249,0.458835,0.0701045,0.0277984,1.15713,6,ROWCACHING_NNZBALANCE,0.0277984,1.15713
lowThrust_13.mtx,18476,18476,224897,0.000658821,12.1724,74.7458,128,0.0403872,0.420429,0.0960619,0.255661,0.157972,0.646602,0.0624607,0.240365,0.168025,0.470886,0.0857685,0.0413664,0.976329,0,CuSparse,0.0403872,1
flowmeter5.mtx,9669,9669,67391,0.00072084,6.9698,0.392171,128,0.0230848,0.0155744,1.48223,0.100963,0.228646,0.225674,0.102293,0.0803872,0.28717,0.020784,1.1107,0.0168672,1.36862,1,SEQREDUCE_ROWBALANCE,0.0155744,1.48223
lp_scfxm2.mtx,660,1200,5469,0.0069053,8.28636,8.67082,128,0.0177472,0.006448,2.75236,0.0111712,1.58866,0.0179072,0.991065,0.0106432,1.66747,0.007248,2.44857,0.013776,1.28827,1,SEQREDUCE_ROWBALANCE,0.006448,2.75236
dwt_1242.mtx,1242,1242,10426,0.00675888,8.39452,1.95041,128,0.0159744,0.0051872,3.07958,0.0168416,0.948508,0.0317376,0.503327,0.0152864,1.04501,0.005776,2.76565,0.0120864,1.32168,1,SEQREDUCE_ROWBALANCE,0.0051872,3.07958
Sieber.mtx,2290,2290,14873,0.00283614,6.49476,67.4707,128,0.017776,0.124454,0.142831,0.048352,0.367637,0.0609792,0.291509,0.027728,0.641085,0.138624,0.128232,0.0134944,1.31729,6,ROWCACHING_NNZBALANCE,0.0134944,1.31729
poli3.mtx,16955,16955,37849,0.000131662,2.23232,6.28279,128,0.0269216,0.0263104,1.02323,0.168477,0.159794,0.268314,0.100336,0.0901312,0.298693,0.0471232,0.571302,0.0227328,1.18426,6,ROWCACHING_NNZBALANCE,0.0227328,1.18426
G23.mtx,2000,2000,39980,0.009995,19.99,4.3589,128,0.0189248,0.009536,1.98456,0.0294272,0.643106,0.0821216,0.230448,0.0358176,0.528366,0.0097696,1.93711,0.0145536,1.30035,1,SEQREDUCE_ROWBALANCE,0.009536,1.98456
lshp1882.mtx,1882,1882,12904,0.00364322,6.85654,0.521202,128,0.0164032,0.0064224,2.55406,0.0230624,0.711253,0.0434144,0.377829,0.018192,0.901671,0.0072896,2.25022,0.0125152,1.31066,1,SEQREDUCE_ROWBALANCE,0.0064224,2.55406
tols4000.mtx,4000,4000,8784,0.000549,2.196,5.91641,128,0.0210208,0.009392,2.23816,0.0425536,0.493984,0.063696,0.330018,0.0240512,0.874002,0.013184,1.59442,0.0199648,1.05289,1,SEQREDUCE_ROWBALANCE,0.009392,2.23816
n4c6-b5.mtx,51813,20058,310878,0.000299133,6,0,128,0.0755552,0.100784,0.749674,0.593434,0.127319,1.2123,0.0623238,0.422128,0.178986,0.0981408,0.769865,0.067744,1.1153,6,ROWCACHING_NNZBALANCE,0.067744,1.1153
wang4.mtx,26068,26068,177196,0.000260759,6.79745,0.43613,128,0.050336,0.0607136,0.829073,0.343437,0.146566,0.631258,0.0797392,0.223507,0.22521,0.0516576,0.974416,0.0388544,1.2955,6,ROWCACHING_NNZBALANCE,0.0388544,1.2955
landmark.mtx,71952,2704,1151232,0.00591716,16,0,128,0.12249,0.162365,0.75441,0.925162,0.132398,3.01142,0.0406751,1.06134,0.115411,0.13584,0.90172,0.145555,0.841534,0,CuSparse,0.12249,1
bbmat.mtx,38744,38744,1771722,0.00118028,45.7289,38.3969,128,0.215338,0.228931,0.940622,0.901498,0.238867,2.24277,0.0960142,1.39268,0.154621,0.145994,1.47498,0.260563,0.826431,5,ROWCACHING_ROWBALANCE,0.145994,1.47498
g7jac050sc.mtx,14760,14760,157990,0.000725198,10.7039,17.3918,128,0.0345472,0.0295328,1.16979,0.172746,0.199989,0.438957,0.078703,0.157046,0.219981,0.0386016,0.894968,0.0295232,1.17017,6,ROWCACHING_NNZBALANCE,0.0295232,1.17017
rail_1357.mtx,1357,1357,8985,0.00487931,6.62122,1.88297,128,0.0170784,0.005232,3.26422,0.0175616,0.972485,0.031456,0.54293,0.0151584,1.12666,0.00648,2.63556,0.0139968,1.22016,1,SEQREDUCE_ROWBALANCE,0.005232,3.26422
ex40.mtx,7740,7740,458012,0.00764531,59.1747,25.8223,128,0.0543616,0.0530976,1.02381,0.172701,0.314773,0.49519,0.109779,0.312566,0.17392,0.0375872,1.44628,0.055008,0.988249,5,ROWCACHING_ROWBALANCE,0.0375872,1.44628
mk9-b1.mtx,378,36,756,0.0555556,2,0,128,0.0156416,0.0038528,4.0598,0.0072,2.17244,0.0085248,1.83483,0.0078848,1.98377,0.0044224,3.5369,0.010928,1.43133,1,SEQREDUCE_ROWBALANCE,0.0038528,4.0598
wikipedia-20061104.mtx,3148440,3148440,39383235,3.97302e-06,12.5088,33.6384,128,9.89641,11.0869,0.89262,55.8158,0.177305,132.672,0.0745932,50.1464,0.19735,9.64688,1.02587,11.9589,0.827533,5,ROWCACHING_ROWBALANCE,9.64688,1.02587
meg4.mtx,5860,5860,46842,0.00136408,7.99352,19.0422,128,0.0216416,0.06832,0.316768,0.076528,0.282793,0.145312,0.148932,0.0528576,0.409432,0.0847744,0.255285,0.0197888,1.09363,6,ROWCACHING_NNZBALANCE,0.0197888,1.09363
oh2010.mtx,365344,365344,1768240,1.32476e-05,4.83993,2.65813,128,0.476352,0.646627,0.736672,5.56171,0.0856484,8.24456,0.0577778,3.05205,0.156076,0.65351,0.728913,0.580403,0.820726,0,CuSparse,0.476352,1
shermanACa.mtx,3432,3432,25220,0.00214117,7.34848,43.3305,128,0.019168,0.129872,0.147591,0.0563296,0.340283,0.0892032,0.21488,0.031712,0.60444,0.16057,0.119375,0.015552,1.23251,6,ROWCACHING_NNZBALANCE,0.015552,1.23251
airfoil1_dual.mtx,8034,8034,23626,0.000366038,2.94075,0.236087,128,0.0207936,0.0106336,1.95546,0.0810016,0.256706,0.135923,0.152981,0.0461664,0.450406,0.0176384,1.17888,0.0160576,1.29494,1,SEQREDUCE_ROWBALANCE,0.0106336,1.95546
bcsstm10.mtx,1086,1086,22092,0.0187316,20.3425,5.6187,128,0.0168192,0.0070048,2.4011,0.018144,0.926984,0.0447168,0.376127,0.0216864,0.775564,0.0058624,2.869,0.0122624,1.37161,5,ROWCACHING_ROWBALANCE,0.0058624,2.869
gen2.mtx,1121,3264,81855,0.0223712,73.0196,66.7861,128,0.0203776,0.126531,0.161048,0.0514496,0.396069,0.0637824,0.319486,0.0566432,0.359754,0.14593,0.13964,0.0296896,0.686355,0,CuSparse,0.0203776,1
bcsstk31.mtx,35588,35588,1181416,0.000932815,33.197,15.1781,128,0.149962,0.16439,0.912228,0.674726,0.222255,1.62339,0.0923755,0.968998,0.154759,0.106042,1.41418,0.176384,0.8502,5,ROWCACHING_ROWBALANCE,0.106042,1.41418
c-18.mtx,2169,2169,15145,0.00321922,6.98248,8.54804,128,0.0192064,0.0136352,1.40859,0.0281408,0.682511,0.0501728,0.382805,0.0209408,0.917176,0.0173344,1.10799,0.0167776,1.14476,1,SEQREDUCE_ROWBALANCE,0.0136352,1.40859
adder_dcop_19.mtx,1813,1813,11245,0.00342108,6.20243,30.7772,128,0.01792,0.0698048,0.256716,0.034,0.527059,0.0404096,0.443459,0.0178528,1.00376,0.0815968,0.219616,0.014192,1.26268,6,ROWCACHING_NNZBALANCE,0.014192,1.26268
laser.mtx,3002,3002,9000,0.000998668,2.998,0.818268,128,0.0190464,0.0058304,3.26674,0.0328192,0.580343,0.0518816,0.367113,0.0193248,0.985594,0.0087488,2.17703,0.0165632,1.14992,1,SEQREDUCE_ROWBALANCE,0.0058304,3.26674
fpga_trans_01.mtx,1220,1220,7382,0.00495969,6.05082,5.91184,128,0.0190688,0.0069632,2.73851,0.0165984,1.14883,0.0273504,0.697204,0.0139072,1.37115,0.007856,2.42729,0.0169184,1.1271,1,SEQREDUCE_ROWBALANCE,0.0069632,2.73851
lhr07.mtx,7337,7337,156508,0.00290736,21.3313,26.201,128,0.0295328,0.0242336,1.21867,0.107331,0.275156,0.332842,0.0887293,0.127539,0.231559,0.0235712,1.25292,0.0266304,1.10899,5,ROWCACHING_ROWBALANCE,0.0235712,1.25292
t2em.mtx,921632,921632,4590832,5.40476e-06,4.9812,0.272954,128,1.10572,1.61963,0.682702,14.1742,0.0780096,21.3782,0.0517219,7.61032,0.145292,1.63097,0.677955,1.33746,0.826733,0,CuSparse,1.10572,1
ex35.mtx,19716,19716,228208,0.000587075,11.5748,4.47897,128,0.0409088,0.0384032,1.06524,0.226211,0.180843,0.62256,0.0657106,0.230262,0.177662,0.03904,1.04787,0.037392,1.09405,6,ROWCACHING_NNZBALANCE,0.037392,1.09405
adder_dcop_13.mtx,1813,1813,11245,0.00342108,6.20243,30.7771,128,0.0180224,0.0696288,0.258835,0.0340352,0.529522,0.0404448,0.445605,0.0177888,1.01313,0.0815936,0.22088,0.0142112,1.26818,6,ROWCACHING_NNZBALANCE,0.0142112,1.26818
ABACUS_shell_hd.mtx,23412,23412,218484,0.000398605,9.33214,9.33276,128,0.0770336,0.0118464,6.5027,0.159411,0.483238,2.78223,0.0276877,1.0502,0.0733517,0.008032,9.59084,0.0879264,0.876114,5,ROWCACHING_ROWBALANCE,0.008032,9.59084
ch3-3-b2.mtx,6,18,18,0.166667,3,0,128,0.0130816,0.003712,3.52414,0.0036768,3.55788,0.0036704,3.56408,0.004624,2.82907,0.0041408,3.1592,0.0099456,1.31532,3,SEQREDUCE_NNZBALANCE,0.0036704,3.56408
dwt_512.mtx,512,512,3502,0.0133591,6.83984,3.46718,128,0.0160128,0.0046208,3.46537,0.0089216,1.79483,0.0132832,1.20549,0.0089024,1.79871,0.0048672,3.28994,0.0125952,1.27134,1,SEQREDUCE_ROWBALANCE,0.0046208,3.46537
t2dah_e.mtx,11445,11445,176117,0.00134453,15.3881,3.86906,128,0.0298112,0.0251328,1.18615,0.13801,0.216008,0.423597,0.0703764,0.15703,0.189843,0.0238368,1.25064,0.0259168,1.15027,5,ROWCACHING_ROWBALANCE,0.0238368,1.25064
bcsstk14.mtx,1806,1806,63454,0.0194547,35.1351,9.54986,128,0.0186752,0.0123072,1.51742,0.0355008,0.52605,0.074768,0.249775,0.0491296,0.380121,0.0111488,1.67509,0.0206944,0.902428,5,ROWCACHING_ROWBALANCE,0.0111488,1.67509
mplate.mtx,5962,5962,148151,0.00416793,24.8492,1356.65,128,0.0473472,2.42155,0.0195524,0.332179,0.142535,0.88008,0.0537987,0.546346,0.0866616,2.27428,0.0208185,0.0377248,1.25507,6,ROWCACHING_NNZBALANCE,0.0377248,1.25507
offshore.mtx,259789,259789,4242673,6.28634e-05,16.3312,2.81389,128,0.684285,0.767046,0.892104,4.41732,0.15491,11.7575,0.0582001,4.60331,0.148651,0.536902,1.27451,0.901494,0.759056,5,ROWCACHING_ROWBALANCE,0.536902,1.27451
west0167.mtx,167,167,507,0.0181792,3.03593,1.86005,128,0.015488,0.0042752,3.62275,0.0052832,2.93156,0.0055872,2.77205,0.0069696,2.22222,0.0044032,3.51744,0.0106816,1.44997,1,SEQREDUCE_ROWBALANCE,0.0042752,3.62275
dataset18mfeatmorphological_10NN.mtx,2000,2000,22832,0.005708,11.416,1.53946,128,0.0178656,0.0073152,2.44226,0.0257408,0.694058,0.0585152,0.305316,0.025712,0.694835,0.0079136,2.25758,0.0141728,1.26056,1,SEQREDUCE_ROWBALANCE,0.0073152,2.44226
small.mtx,677,1400,3207,0.00338363,4.73708,3.23095,128,0.0171584,0.004928,3.48182,0.0105152,1.63177,0.0152128,1.12789,0.0095296,1.80054,0.0053408,3.2127,0.013152,1.30462,1,SEQREDUCE_ROWBALANCE,0.004928,3.48182
c-50.mtx,22401,22401,193625,0.000385857,8.64359,22.9008,128,0.0449376,0.147328,0.305017,0.273882,0.164077,0.610771,0.0735752,0.215421,0.208604,0.161725,0.277865,0.0326656,1.37569,6,ROWCACHING_NNZBALANCE,0.0326656,1.37569
mario002.mtx,389874,389874,2101242,1.38238e-05,5.38954,1.96484,128,0.768918,0.950778,0.808726,6.15484,0.124929,9.29639,0.0827115,3.47237,0.221439,0.720333,1.06745,0.816627,0.941578,5,ROWCACHING_ROWBALANCE,0.720333,1.06745
bundle_adj.mtx,513351,513351,20208051,7.66824e-05,39.365,249.78,128,2.05963,2.56031,0.804445,11.3229,0.1819,38.2449,0.0538537,21.0445,0.0978701,2.7199,0.757243,2.83607,0.726225,0,CuSparse,2.05963,1
nsir.mtx,4453,10057,154939,0.00345971,34.7943,76.7785,128,0.0344768,0.0537952,0.64089,0.0802368,0.429688,0.192141,0.179435,0.110742,0.311324,0.069824,0.493767,0.0302592,1.13938,6,ROWCACHING_NNZBALANCE,0.0302592,1.13938
G57.mtx,5000,5000,20000,0.0008,4,0,128,0.019344,0.007856,2.46232,0.0524128,0.36907,0.0931296,0.207711,0.0322752,0.599346,0.0124576,1.55279,0.0153312,1.26174,1,SEQREDUCE_ROWBALANCE,0.007856,2.46232
gearbox.mtx,153746,153746,9080404,0.000384147,59.0611,15.4134,128,1.03154,1.0527,0.979898,4.18354,0.246571,11.6907,0.088236,7.40246,0.139351,0.649427,1.58838,1.28885,0.800356,5,ROWCACHING_ROWBALANCE,0.649427,1.58838
mesh2e1.mtx,306,306,2018,0.0215515,6.59477,1.18784,128,0.0152256,0.0044992,3.38407,0.0069408,2.19364,0.0090656,1.67949,0.0078336,1.94363,0.0045376,3.35543,0.010784,1.41187,1,SEQREDUCE_ROWBALANCE,0.0044992,3.38407
bp_600.mtx,822,822,4172,0.00617448,5.07543,12.0395,128,0.0179328,0.01816,0.987489,0.0133856,1.33971,0.0185056,0.969047,0.0106656,1.68137,0.0219936,0.815364,0.0161216,1.11235,4,PARREDUCE_NNZBALANCE,0.0106656,1.68137
hi2010.mtx,25016,25016,124126,0.000198348,4.96186,3.39099,128,0.0405056,0.0464896,0.871283,0.293821,0.137858,0.524538,0.0772215,0.181814,0.222785,0.0505216,0.801748,0.0378752,1.06945,6,ROWCACHING_NNZBALANCE,0.0378752,1.06945
Stanford_Berkeley.mtx,683446,683446,7583376,1.62351e-05,11.0958,284.695,128,1.4331,10.025,0.142953,11.2056,0.127891,32.013,0.0447662,14.2074,0.10087,11.1213,0.12886,1.73443,0.826263,0,CuSparse,1.4331,1
jan99jac080.mtx,27534,27534,171522,0.000226246,6.22946,6.56037,128,0.0496,0.05968,0.831099,0.359914,0.137811,0.638851,0.0776394,0.221334,0.224095,0.0575744,0.861494,0.0372736,1.3307,6,ROWCACHING_NNZBALANCE,0.0372736,1.3307
oscil_dcop_26.mtx,430,430,1544,0.00835046,3.5907,1.44831,128,0.0166208,0.0044032,3.77471,0.0078592,2.11482,0.0098432,1.68856,0.0083616,1.98775,0.0046176,3.59945,0.014288,1.16327,1,SEQREDUCE_ROWBALANCE,0.0044032,3.77471
fs_541_4.mtx,541,541,4285,0.0146405,7.92052,1.85897,128,0.0163584,0.0047424,3.44939,0.0094336,1.73406,0.014688,1.11373,0.009856,1.65974,0.004992,3.27692,0.0128288,1.27513,1,SEQREDUCE_ROWBALANCE,0.0047424,3.44939
bcsstk27.mtx,1224,1224,56126,0.0374629,45.8546,9.7933,128,0.0188416,0.0114368,1.64745,0.028608,0.658613,0.0609312,0.309227,0.042448,0.443875,0.0086976,2.1663,0.0193376,0.974351,5,ROWCACHING_ROWBALANCE,0.0086976,2.1663
G43.mtx,1000,1000,19980,0.01998,19.98,4.42398,128,0.017424,0.0069984,2.48971,0.0168032,1.03695,0.0407616,0.427461,0.0203168,0.857615,0.0075264,2.31505,0.0134496,1.2955,1,SEQREDUCE_ROWBALANCE,0.0069984,2.48971
Trefethen_20.mtx,20,20,158,0.395,7.9,0.830662,128,0.0129024,0.0040864,3.1574,0.0039552,3.26214,0.0042048,3.06849,0.0051904,2.48582,0.0041568,3.10393,0.0077088,1.67372,2,PARREDUCE_ROWBALANCE,0.0039552,3.26214
ch7-9-b1.mtx,1512,63,3024,0.031746,2,0,128,0.0170976,0.0042752,3.99925,0.018448,0.9268,0.0252256,0.677788,0.0117984,1.44915,0.0064288,2.65953,0.013664,1.25129,1,SEQREDUCE_ROWBALANCE,0.0042752,3.99925
Olivetti_norm_10NN.mtx,400,400,5656,0.03535,14.14,6.0254,128,0.0159872,0.0066816,2.39272,0.0086848,1.84083,0.014464,1.10531,0.0099168,1.61213,0.0064832,2.46594,0.011904,1.34301,5,ROWCACHING_ROWBALANCE,0.0064832,2.46594
ch7-6-b4.mtx,15120,12600,75600,0.000396825,5,0,128,0.0254912,0.018544,1.37463,0.151357,0.168418,0.308061,0.0827473,0.106349,0.239694,0.030016,0.849254,0.0197344,1.29171,1,SEQREDUCE_ROWBALANCE,0.018544,1.37463
